Cell_Line,COMPOUND_A,COMPOUND_B,SYNERGY_SCORE,Tissue
HCC1500,CIDs00093860,CIDs10127622,5.07,breast
HCC1500,CIDs11556711,CIDs10127622,3.94,breast
HCC1500,CIDs24856436,CIDs10127622,8.87,breast
HCC1500,CIDs49867930,CIDs10127622,-1.44,breast
HCC1500,CIDs24964624,CIDs25262792,8.43,breast
HCC1500,CIDs00148177,CIDs25262792,1.66,breast
HCC1500,CIDs00001805,CIDs25262792,0.204,breast
HCC1500,CIDs46930996,CIDs25262792,8.97,breast
HCC1500,CIDs10126189,CIDs25262792,-1.49,breast
HCC1500,CIDs11717001,CIDs25262792,1.25,breast
HCC1500,CIDs11656518,CIDs25262792,27.7,breast
HCC1500,CIDs25194865,CIDs25262792,-36.3,breast
HCC1500,CIDs00002719,CIDs25262792,-13.0,breast
HCC1500,CIDs00104741,CIDs25262792,12.5,breast
HCC1500,CIDs00148195,CIDs25262792,14.3,breast
HCC1500,CIDs00004261,CIDs25262792,6.92,breast
HCC1500,CIDs00005311,CIDs25262792,21.0,breast
HCC1500,CIDs11955716,CIDs25262792,1.09,breast
HCC1500,CIDs11707110,CIDs25262792,14.3,breast
HCC1500,CIDs16719221,CIDs25262792,17.0,breast
HCC1500,CIDs17754438,CIDs25262792,-4.1,breast
HCC1500,CIDs11494412,CIDs25262792,-7.59,breast
HCC1500,CIDs11597571,CIDs25262792,10.9,breast
HCC1500,CIDs00148191,CIDs25262792,25.7,breast
HCC1500,CIDs06442177,CIDs25262792,19.9,breast
HCC1500,CIDs45375953,CIDs25262792,23.8,breast
HCC1500,CIDs11520894,CIDs25262792,21.2,breast
HCC1500,CIDs16720766,CIDs25262792,-0.818,breast
HCC1500,CIDs11625818,CIDs25262792,0.653,breast
HCC1500,CIDs25033539,CIDs25262792,17.8,breast
HCC1500,CIDs49867926,CIDs25262792,-0.195,breast
HCC1500,CIDs00176166,CIDs25262792,4.89,breast
HCC1500,CIDs00093860,CIDs25262792,6.25,breast
HCC1500,CIDs11556711,CIDs25262792,7.61,breast
HCC1500,CIDs11167602,CIDs25262792,19.2,breast
HCC1500,CIDs24856436,CIDs25262792,16.6,breast
HCC1500,CIDs49867930,CIDs25262792,-20.6,breast
HCC1500,CIDs24964624,CIDs23725625,15.6,breast
HCC1500,CIDs00148177,CIDs23725625,2.04,breast
HCC1500,CIDs00001805,CIDs23725625,30.7,breast
HCC1500,CIDs46930996,CIDs23725625,-6.86,breast
HCC1500,CIDs24978538,CIDs23725625,30.6,breast
HCC1500,CIDs10126189,CIDs23725625,10.6,breast
HCC1500,CIDs11717001,CIDs23725625,-5.7,breast
HCC1500,CIDs11656518,CIDs23725625,24.1,breast
HCC1500,CIDs00002719,CIDs23725625,47.9,breast
HCC1500,CIDs00104741,CIDs23725625,-1.45,breast
HCC1500,CIDs00148195,CIDs23725625,13.0,breast
HCC1500,CIDs00004261,CIDs23725625,23.5,breast
HCC1500,CIDs00005311,CIDs23725625,-21.8,breast
HCC1500,CIDs11955716,CIDs23725625,14.5,breast
HCC1500,CIDs11707110,CIDs23725625,38.8,breast
HCC1500,CIDs16719221,CIDs23725625,19.2,breast
HCC1500,CIDs17754438,CIDs23725625,13.7,breast
HCC1500,CIDs11494412,CIDs23725625,8.22,breast
HCC1500,CIDs11597571,CIDs23725625,7.5,breast
HCC1500,CIDs00148191,CIDs23725625,1.82,breast
HCC1500,CIDs06442177,CIDs23725625,8.03,breast
HCC1500,CIDs45375953,CIDs23725625,-4.1,breast
HCC1500,CIDs11520894,CIDs23725625,1.98,breast
HCC1500,CIDs16720766,CIDs23725625,20.4,breast
HCC1500,CIDs11625818,CIDs23725625,10.8,breast
HCC1500,CIDs25033539,CIDs23725625,26.0,breast
HCC1500,CIDs49867926,CIDs23725625,-23.5,breast
HCC1500,CIDs00176166,CIDs23725625,22.4,breast
HCC1500,CIDs00093860,CIDs23725625,4.72,breast
HCC1500,CIDs11556711,CIDs23725625,3.61,breast
HCC1500,CIDs11167602,CIDs23725625,17.8,breast
HCC1500,CIDs24856436,CIDs23725625,2.64,breast
HCC1500,CIDs49867930,CIDs23725625,11.9,breast
HCC1500,CIDs24964624,CIDs03081361,20.8,breast
HCC1500,CIDs00148177,CIDs03081361,-21.4,breast
HCC1500,CIDs00001805,CIDs03081361,36.0,breast
HCC1500,CIDs46930996,CIDs03081361,14.2,breast
HCC1500,CIDs24978538,CIDs03081361,27.8,breast
HCC1500,CIDs10126189,CIDs03081361,2.92,breast
HCC1500,CIDs11717001,CIDs03081361,-0.336,breast
HCC1500,CIDs11656518,CIDs03081361,-0.828,breast
HCC1500,CIDs25194865,CIDs03081361,-12.4,breast
HCC1500,CIDs00002719,CIDs03081361,-3.43,breast
HCC1500,CIDs00104741,CIDs03081361,-0.262,breast
HCC1500,CIDs00148195,CIDs03081361,7.69,breast
HCC1500,CIDs00004261,CIDs03081361,3.38,breast
HCC1500,CIDs00005311,CIDs03081361,13.5,breast
HCC1500,CIDs16719221,CIDs03081361,2.98,breast
HCC1500,CIDs17754438,CIDs03081361,5.78,breast
HCC1500,CIDs11494412,CIDs03081361,11.5,breast
HCC1500,CIDs11597571,CIDs03081361,15.3,breast
HCC1500,CIDs00148191,CIDs03081361,-0.514,breast
HCC1500,CIDs06442177,CIDs03081361,-2.14,breast
HCC1500,CIDs45375953,CIDs03081361,24.9,breast
HCC1500,CIDs11520894,CIDs03081361,-0.648,breast
HCC1500,CIDs16720766,CIDs03081361,6.75,breast
HCC1500,CIDs11625818,CIDs03081361,13.6,breast
HCC1500,CIDs25033539,CIDs03081361,1.64,breast
HCC1500,CIDs49867926,CIDs03081361,11.5,breast
HCC1500,CIDs00176166,CIDs03081361,-8.49,breast
HCC1500,CIDs00093860,CIDs03081361,4.06,breast
HCC1500,CIDs11556711,CIDs03081361,3.45,breast
HCC1500,CIDs11167602,CIDs03081361,1.55,breast
HCC1500,CIDs24856436,CIDs03081361,-4.11,breast
HCC1500,CIDs49867930,CIDs03081361,10.5,breast
HCC1569,CIDs25227436,CIDs49846579,9.05,breast
HCC1569,CIDs24964624,CIDs49846579,-3.9,breast
HCC1569,CIDs25262792,CIDs49846579,6.18,breast
HCC1569,CIDs17755052,CIDs49846579,2.8,breast
HCC1569,CIDs25227436,CIDs46836568,58.3,breast
HCC1569,CIDs24964624,CIDs46836568,34.6,breast
HCC1569,CIDs25262792,CIDs46836568,32.8,breast
HCC1569,CIDs17755052,CIDs46836568,34.7,breast
HCC1569,CIDs10127622,CIDs70685869,24.5,breast
HCC1569,CIDs11707110,CIDs70685869,14.6,breast
HCC1569,CIDs46244453,CIDs11152667,23.7,breast
HCC1569,CIDs25227436,CIDs00002719,-1.6,breast
HCC1569,CIDs24964624,CIDs00002719,20.4,breast
HCC1569,CIDs25262792,CIDs00002719,9.97,breast
HCC1569,CIDs17755052,CIDs00002719,-5.27,breast
HCC1569,CIDs25227436,CIDs56946894,2.08,breast
HCC1569,CIDs25262792,CIDs56946894,-3.1,breast
HCC1569,CIDs17755052,CIDs56946894,27.0,breast
HCC1569,CIDs25227436,CIDs00123631,4.05,breast
HCC1569,CIDs24964624,CIDs00123631,24.6,breast
HCC1569,CIDs25262792,CIDs00123631,5.92,breast
HCC1569,CIDs17755052,CIDs00123631,27.0,breast
HCC1569,CIDs25227436,CIDs11375205,-34.3,breast
HCC1569,CIDs24964624,CIDs11375205,42.9,breast
HCC1569,CIDs25262792,CIDs11375205,6.17,breast
HCC1569,CIDs17755052,CIDs11375205,-27.5,breast
HCC1569,CIDs25227436,CIDs00104741,4.04,breast
HCC1569,CIDs24964624,CIDs00104741,12.5,breast
HCC1569,CIDs25262792,CIDs00104741,6.22,breast
HCC1569,CIDs17755052,CIDs00104741,1.12,breast
HCC1569,CIDs25227436,CIDs00005376,-2.72,breast
HCC1569,CIDs24964624,CIDs00005376,4.79,breast
HCC1569,CIDs25262792,CIDs00005376,-5.04,breast
HCC1569,CIDs17755052,CIDs00005376,15.5,breast
HCC1569,CIDs46244453,CIDs00003461,47.9,breast
HCC1569,CIDs25227436,CIDs49800198,6.99,breast
HCC1569,CIDs46836568,CIDs49800198,90.2,breast
HCC1569,CIDs49846579,CIDs49800198,2.24,breast
HCC1569,CIDs24964624,CIDs10127622,15.7,breast
HCC1569,CIDs17755052,CIDs10127622,-38.5,breast
HCC1569,CIDs25262792,CIDs11707110,-9.82,breast
HCC1569,CIDs17755052,CIDs11707110,-14.3,breast
HCC1569,CIDs25227436,CIDs25262792,-14.2,breast
HCC1569,CIDs24964624,CIDs25262792,-10.5,breast
HCC1569,CIDs17755052,CIDs25262792,-20.1,breast
HCC1569,CIDs25227436,CIDs06442177,3.86,breast
HCC1569,CIDs25262792,CIDs06442177,39.4,breast
HCC1569,CIDs25227436,CIDs17755052,10.9,breast
HCC1569,CIDs24964624,CIDs17755052,29.8,breast
HCC1806,CIDs17755052,CIDs25227436,18.5,breast
HCC1806,CIDs56649450,CIDs25227436,-2.88,breast
HCC1806,CIDs54751698,CIDs25227436,16.9,breast
HCC1806,CIDs16654980,CIDs25227436,-15.7,breast
HCC1806,CIDs25227436,CIDs24964624,7.28,breast
HCC1806,CIDs25262792,CIDs24964624,66.3,breast
HCC1806,CIDs17755052,CIDs24964624,71.1,breast
HCC1806,CIDs56649450,CIDs24964624,66.0,breast
HCC1806,CIDs54751698,CIDs24964624,47.8,breast
HCC1806,CIDs16654980,CIDs24964624,43.5,breast
HCC1806,CIDs25227436,CIDs67161792,26.2,breast
HCC1806,CIDs24964624,CIDs67161792,41.5,breast
HCC1806,CIDs72793174,CIDs67161792,5.26,breast
HCC1806,CIDs51039095,CIDs67161792,12.9,breast
HCC1806,CIDs10127622,CIDs67161792,50.3,breast
HCC1806,CIDs25262792,CIDs67161792,37.4,breast
HCC1806,CIDs17755052,CIDs67161792,14.0,breast
HCC1806,CIDs54751698,CIDs67161792,23.3,breast
HCC1806,CIDs25227436,CIDs73294313,33.3,breast
HCC1806,CIDs24964624,CIDs73294313,54.1,breast
HCC1806,CIDs72793174,CIDs73294313,3.96,breast
HCC1806,CIDs51039095,CIDs73294313,16.2,breast
HCC1806,CIDs25262792,CIDs73294313,36.2,breast
HCC1806,CIDs17755052,CIDs73294313,49.0,breast
HCC1806,CIDs54751698,CIDs73294313,55.2,breast
HCC1806,CIDs25227436,CIDs46244453,14.7,breast
HCC1806,CIDs24964624,CIDs46244453,12.6,breast
HCC1806,CIDs72793174,CIDs46244453,8.51,breast
HCC1806,CIDs51039095,CIDs46244453,8.0,breast
HCC1806,CIDs10127622,CIDs46244453,7.63,breast
HCC1806,CIDs25262792,CIDs46244453,-16.9,breast
HCC1806,CIDs17755052,CIDs46244453,-27.4,breast
HCC1806,CIDs54751698,CIDs46244453,19.0,breast
HCC1806,CIDs24964624,CIDs72793174,6.11,breast
HCC1806,CIDs51039095,CIDs72793174,2.45,breast
HCC1806,CIDs10127622,CIDs72793174,-0.165,breast
HCC1806,CIDs25262792,CIDs72793174,21.9,breast
HCC1806,CIDs17755052,CIDs72793174,9.54,breast
HCC1806,CIDs56649450,CIDs72793174,-9.87,breast
HCC1806,CIDs54751698,CIDs72793174,-25.7,breast
HCC1806,CIDs16654980,CIDs72793174,2.67,breast
HCC1806,CIDs25227436,CIDs10163178,-12.7,breast
HCC1806,CIDs24964624,CIDs10163178,8.33,breast
HCC1806,CIDs72793174,CIDs10163178,10.4,breast
HCC1806,CIDs51039095,CIDs10163178,5.66,breast
HCC1806,CIDs10127622,CIDs10163178,26.2,breast
HCC1806,CIDs25262792,CIDs10163178,2.42,breast
HCC1806,CIDs17755052,CIDs10163178,-5.84,breast
HCC1806,CIDs54751698,CIDs10163178,-21.7,breast
HCC1806,CIDs25227436,CIDs11375205,8.39,breast
HCC1806,CIDs24964624,CIDs11375205,22.5,breast
HCC1806,CIDs72793174,CIDs11375205,1.75,breast
HCC1806,CIDs51039095,CIDs11375205,1.91,breast
HCC1806,CIDs10127622,CIDs11375205,50.8,breast
HCC1806,CIDs25262792,CIDs11375205,3.97,breast
HCC1806,CIDs17755052,CIDs11375205,2.97,breast
HCC1806,CIDs56649450,CIDs11375205,-11.4,breast
HCC1806,CIDs54751698,CIDs11375205,-15.6,breast
HCC1806,CIDs16654980,CIDs11375205,6.13,breast
HCC1806,CIDs25227436,CIDs46224759,-1.83,breast
HCC1806,CIDs24964624,CIDs46224759,-12.5,breast
HCC1806,CIDs72793174,CIDs46224759,-3.23,breast
HCC1806,CIDs51039095,CIDs46224759,3.39,breast
HCC1806,CIDs10127622,CIDs46224759,11.4,breast
HCC1806,CIDs25262792,CIDs46224759,4.71,breast
HCC1806,CIDs17755052,CIDs46224759,-4.52,breast
HCC1806,CIDs54751698,CIDs46224759,-21.4,breast
HCC1806,CIDs25227436,CIDs74767926,12.7,breast
HCC1806,CIDs24964624,CIDs74767926,14.3,breast
HCC1806,CIDs72793174,CIDs74767926,8.15,breast
HCC1806,CIDs10127622,CIDs74767926,39.3,breast
HCC1806,CIDs25262792,CIDs74767926,-50.1,breast
HCC1806,CIDs17755052,CIDs74767926,10.5,breast
HCC1806,CIDs54751698,CIDs74767926,9.11,breast
HCC1806,CIDs25227436,CIDs51039095,-13.2,breast
HCC1806,CIDs25262792,CIDs51039095,17.8,breast
HCC1806,CIDs17755052,CIDs51039095,-1.49,breast
HCC1806,CIDs56649450,CIDs51039095,-13.5,breast
HCC1806,CIDs10127622,CIDs25262792,14.3,breast
HCC1806,CIDs25227436,CIDs23725625,64.3,breast
HCC1806,CIDs24964624,CIDs23725625,73.9,breast
HCC1806,CIDs72793174,CIDs23725625,7.04,breast
HCC1806,CIDs51039095,CIDs23725625,17.3,breast
HCC1806,CIDs10127622,CIDs23725625,57.2,breast
HCC1806,CIDs25262792,CIDs23725625,41.9,breast
HCC1806,CIDs17755052,CIDs23725625,25.6,breast
HCC1806,CIDs54751698,CIDs23725625,21.4,breast
HCC1806,CIDs10127622,CIDs17755052,48.8,breast
HCC1806,CIDs25262792,CIDs17755052,4.26,breast
HCC1806,CIDs10127622,CIDs16654980,25.0,breast
HCC1806,CIDs25262792,CIDs16654980,-20.2,breast
HCC1806,CIDs10127622,CIDs56649450,87.8,breast
HCC1806,CIDs25262792,CIDs56649450,20.2,breast
HCC1806,CIDs17755052,CIDs56649450,18.7,breast
HCC1806,CIDs16654980,CIDs56649450,-4.9,breast
HCC1806,CIDs10127622,CIDs54751698,15.5,breast
HCC1806,CIDs25262792,CIDs54751698,32.3,breast
HCC1806,CIDs56649450,CIDs54751698,44.0,breast
HCC1806,CIDs25227436,CIDs58423153,23.0,breast
HCC1806,CIDs24964624,CIDs58423153,32.8,breast
HCC1806,CIDs72793174,CIDs58423153,-18.9,breast
HCC1806,CIDs51039095,CIDs58423153,-17.3,breast
HCC1806,CIDs10127622,CIDs58423153,37.8,breast
HCC1806,CIDs25262792,CIDs58423153,20.8,breast
HCC1806,CIDs17755052,CIDs58423153,38.8,breast
HCC1806,CIDs54751698,CIDs58423153,26.0,breast
HCC1806,CIDs25227436,CIDs67970189,5.42,breast
HCC1806,CIDs24964624,CIDs67970189,8.43,breast
HCC1806,CIDs72793174,CIDs67970189,15.1,breast
HCC1806,CIDs51039095,CIDs67970189,-1.04,breast
HCC1806,CIDs10127622,CIDs67970189,19.8,breast
HCC1806,CIDs25262792,CIDs67970189,18.2,breast
HCC1806,CIDs17755052,CIDs67970189,3.45,breast
HCC1806,CIDs54751698,CIDs67970189,10.2,breast
HCC1937,CIDs17755052,CIDs25227436,6.0,breast
HCC1937,CIDs56649450,CIDs25227436,2.65,breast
HCC1937,CIDs54751698,CIDs25227436,8.71,breast
HCC1937,CIDs16654980,CIDs25227436,16.4,breast
HCC1937,CIDs25227436,CIDs24964624,2.25,breast
HCC1937,CIDs25262792,CIDs24964624,33.3,breast
HCC1937,CIDs17755052,CIDs24964624,29.1,breast
HCC1937,CIDs56649450,CIDs24964624,22.7,breast
HCC1937,CIDs54751698,CIDs24964624,33.2,breast
HCC1937,CIDs16654980,CIDs24964624,9.89,breast
HCC1937,CIDs25227436,CIDs67161792,4.93,breast
HCC1937,CIDs24964624,CIDs67161792,8.29,breast
HCC1937,CIDs72793174,CIDs67161792,10.8,breast
HCC1937,CIDs51039095,CIDs67161792,1.71,breast
HCC1937,CIDs10127622,CIDs67161792,20.9,breast
HCC1937,CIDs25262792,CIDs67161792,19.5,breast
HCC1937,CIDs17755052,CIDs67161792,10.9,breast
HCC1937,CIDs54751698,CIDs67161792,13.0,breast
HCC1937,CIDs25227436,CIDs73294313,13.6,breast
HCC1937,CIDs24964624,CIDs73294313,-4.55,breast
HCC1937,CIDs72793174,CIDs73294313,21.6,breast
HCC1937,CIDs51039095,CIDs73294313,-13.7,breast
HCC1937,CIDs25262792,CIDs73294313,21.5,breast
HCC1937,CIDs17755052,CIDs73294313,7.0,breast
HCC1937,CIDs54751698,CIDs73294313,19.7,breast
HCC1937,CIDs25227436,CIDs46244453,-30.0,breast
HCC1937,CIDs24964624,CIDs46244453,-20.8,breast
HCC1937,CIDs72793174,CIDs46244453,-21.5,breast
HCC1937,CIDs51039095,CIDs46244453,-10.7,breast
HCC1937,CIDs10127622,CIDs46244453,-37.8,breast
HCC1937,CIDs25262792,CIDs46244453,-36.3,breast
HCC1937,CIDs17755052,CIDs46244453,-12.4,breast
HCC1937,CIDs54751698,CIDs46244453,-18.2,breast
HCC1937,CIDs24964624,CIDs72793174,14.9,breast
HCC1937,CIDs51039095,CIDs72793174,8.64,breast
HCC1937,CIDs10127622,CIDs72793174,21.7,breast
HCC1937,CIDs25262792,CIDs72793174,3.2,breast
HCC1937,CIDs17755052,CIDs72793174,17.8,breast
HCC1937,CIDs56649450,CIDs72793174,11.0,breast
HCC1937,CIDs54751698,CIDs72793174,30.9,breast
HCC1937,CIDs16654980,CIDs72793174,1.64,breast
HCC1937,CIDs25227436,CIDs10163178,23.7,breast
HCC1937,CIDs24964624,CIDs10163178,41.3,breast
HCC1937,CIDs72793174,CIDs10163178,18.2,breast
HCC1937,CIDs51039095,CIDs10163178,30.0,breast
HCC1937,CIDs10127622,CIDs10163178,38.8,breast
HCC1937,CIDs25262792,CIDs10163178,15.6,breast
HCC1937,CIDs17755052,CIDs10163178,19.0,breast
HCC1937,CIDs54751698,CIDs10163178,53.4,breast
HCC1937,CIDs25227436,CIDs11375205,35.8,breast
HCC1937,CIDs24964624,CIDs11375205,44.6,breast
HCC1937,CIDs72793174,CIDs11375205,34.5,breast
HCC1937,CIDs51039095,CIDs11375205,44.4,breast
HCC1937,CIDs10127622,CIDs11375205,43.8,breast
HCC1937,CIDs25262792,CIDs11375205,23.6,breast
HCC1937,CIDs17755052,CIDs11375205,28.4,breast
HCC1937,CIDs56649450,CIDs11375205,16.5,breast
HCC1937,CIDs54751698,CIDs11375205,54.8,breast
HCC1937,CIDs16654980,CIDs11375205,27.7,breast
HCC1937,CIDs25227436,CIDs46224759,8.06,breast
HCC1937,CIDs24964624,CIDs46224759,-12.8,breast
HCC1937,CIDs72793174,CIDs46224759,3.61,breast
HCC1937,CIDs51039095,CIDs46224759,6.79,breast
HCC1937,CIDs10127622,CIDs46224759,3.27,breast
HCC1937,CIDs25262792,CIDs46224759,9.23,breast
HCC1937,CIDs17755052,CIDs46224759,-3.13,breast
HCC1937,CIDs54751698,CIDs46224759,1.23,breast
HCC1937,CIDs25227436,CIDs74767926,12.8,breast
HCC1937,CIDs24964624,CIDs74767926,-1.13,breast
HCC1937,CIDs72793174,CIDs74767926,13.6,breast
HCC1937,CIDs10127622,CIDs74767926,5.81,breast
HCC1937,CIDs25262792,CIDs74767926,5.17,breast
HCC1937,CIDs17755052,CIDs74767926,5.72,breast
HCC1937,CIDs54751698,CIDs74767926,15.0,breast
HCC1937,CIDs25227436,CIDs51039095,27.7,breast
HCC1937,CIDs25262792,CIDs51039095,4.23,breast
HCC1937,CIDs17755052,CIDs51039095,8.47,breast
HCC1937,CIDs56649450,CIDs51039095,3.14,breast
HCC1937,CIDs10127622,CIDs25262792,12.4,breast
HCC1937,CIDs25227436,CIDs23725625,20.2,breast
HCC1937,CIDs24964624,CIDs23725625,11.4,breast
HCC1937,CIDs72793174,CIDs23725625,10.9,breast
HCC1937,CIDs51039095,CIDs23725625,1.14,breast
HCC1937,CIDs10127622,CIDs23725625,14.8,breast
HCC1937,CIDs25262792,CIDs23725625,20.1,breast
HCC1937,CIDs17755052,CIDs23725625,12.5,breast
HCC1937,CIDs54751698,CIDs23725625,27.0,breast
HCC1937,CIDs10127622,CIDs17755052,19.4,breast
HCC1937,CIDs25262792,CIDs17755052,15.8,breast
HCC1937,CIDs10127622,CIDs16654980,22.6,breast
HCC1937,CIDs25262792,CIDs16654980,-0.794,breast
HCC1937,CIDs10127622,CIDs56649450,13.1,breast
HCC1937,CIDs25262792,CIDs56649450,3.54,breast
HCC1937,CIDs17755052,CIDs56649450,2.59,breast
HCC1937,CIDs16654980,CIDs56649450,10.3,breast
HCC1937,CIDs10127622,CIDs54751698,32.9,breast
HCC1937,CIDs25262792,CIDs54751698,20.5,breast
HCC1937,CIDs56649450,CIDs54751698,33.5,breast
HCC1937,CIDs25227436,CIDs58423153,-6.54,breast
HCC1937,CIDs24964624,CIDs58423153,-0.353,breast
HCC1937,CIDs72793174,CIDs58423153,46.3,breast
HCC1937,CIDs51039095,CIDs58423153,23.1,breast
HCC1937,CIDs10127622,CIDs58423153,22.0,breast
HCC1937,CIDs25262792,CIDs58423153,5.45,breast
HCC1937,CIDs17755052,CIDs58423153,-0.631,breast
HCC1937,CIDs54751698,CIDs58423153,31.9,breast
HCC1937,CIDs24964624,CIDs67970189,33.7,breast
HCC1937,CIDs72793174,CIDs67970189,40.8,breast
HCC1937,CIDs10127622,CIDs67970189,32.9,breast
HCC1937,CIDs25262792,CIDs67970189,3.4,breast
HCC1954,CIDs25262792,CIDs49846579,-18.4,breast
HCC1954,CIDs25227436,CIDs46836568,67.9,breast
HCC1954,CIDs24964624,CIDs46836568,54.9,breast
HCC1954,CIDs25262792,CIDs46836568,62.1,breast
HCC1954,CIDs17755052,CIDs46836568,7.33,breast
HCC1954,CIDs10127622,CIDs70685869,32.2,breast
HCC1954,CIDs11707110,CIDs70685869,10.5,breast
HCC1954,CIDs46244453,CIDs11152667,59.7,breast
HCC1954,CIDs25227436,CIDs00002719,-2.6,breast
HCC1954,CIDs24964624,CIDs00002719,40.2,breast
HCC1954,CIDs25262792,CIDs00002719,4.7,breast
HCC1954,CIDs17755052,CIDs00002719,-11.1,breast
HCC1954,CIDs25227436,CIDs56946894,-20.9,breast
HCC1954,CIDs25262792,CIDs56946894,-5.97,breast
HCC1954,CIDs17755052,CIDs56946894,23.8,breast
HCC1954,CIDs25227436,CIDs00123631,51.8,breast
HCC1954,CIDs24964624,CIDs00123631,67.0,breast
HCC1954,CIDs25262792,CIDs00123631,46.5,breast
HCC1954,CIDs17755052,CIDs00123631,65.1,breast
HCC1954,CIDs25227436,CIDs11375205,60.8,breast
HCC1954,CIDs24964624,CIDs11375205,85.0,breast
HCC1954,CIDs25262792,CIDs11375205,59.0,breast
HCC1954,CIDs17755052,CIDs11375205,45.9,breast
HCC1954,CIDs25227436,CIDs00104741,8.74,breast
HCC1954,CIDs24964624,CIDs00104741,33.1,breast
HCC1954,CIDs25262792,CIDs00104741,5.45,breast
HCC1954,CIDs17755052,CIDs00104741,-6.29,breast
HCC1954,CIDs25227436,CIDs00005376,6.51,breast
HCC1954,CIDs24964624,CIDs00005376,-2.32,breast
HCC1954,CIDs25262792,CIDs00005376,11.5,breast
HCC1954,CIDs17755052,CIDs00005376,20.0,breast
HCC1954,CIDs46244453,CIDs00003461,16.7,breast
HCC1954,CIDs25227436,CIDs49800198,11.9,breast
HCC1954,CIDs46836568,CIDs49800198,56.4,breast
HCC1954,CIDs49846579,CIDs49800198,-23.7,breast
HCC1954,CIDs24964624,CIDs10127622,62.9,breast
HCC1954,CIDs25262792,CIDs10127622,67.0,breast
HCC1954,CIDs17755052,CIDs10127622,24.5,breast
HCC1954,CIDs25262792,CIDs11707110,42.1,breast
HCC1954,CIDs17755052,CIDs11707110,35.6,breast
HCC1954,CIDs25227436,CIDs25262792,28.5,breast
HCC1954,CIDs24964624,CIDs25262792,52.7,breast
HCC1954,CIDs17755052,CIDs25262792,31.8,breast
HCC1954,CIDs25227436,CIDs06442177,43.2,breast
HCC1954,CIDs25262792,CIDs06442177,47.1,breast
HCC1954,CIDs25227436,CIDs17755052,5.89,breast
HCC1954,CIDs24964624,CIDs17755052,84.4,breast
HCC38,CIDs17755052,CIDs25227436,-33.5,breast
HCC38,CIDs56649450,CIDs25227436,-38.9,breast
HCC38,CIDs54751698,CIDs25227436,-12.5,breast
HCC38,CIDs16654980,CIDs25227436,-2.3,breast
HCC38,CIDs25227436,CIDs24964624,-27.0,breast
HCC38,CIDs25262792,CIDs24964624,37.2,breast
HCC38,CIDs17755052,CIDs24964624,14.8,breast
HCC38,CIDs56649450,CIDs24964624,7.08,breast
HCC38,CIDs54751698,CIDs24964624,7.19,breast
HCC38,CIDs16654980,CIDs24964624,17.9,breast
HCC38,CIDs25227436,CIDs67161792,-22.2,breast
HCC38,CIDs24964624,CIDs67161792,-4.12,breast
HCC38,CIDs72793174,CIDs67161792,-9.88,breast
HCC38,CIDs51039095,CIDs67161792,-5.02,breast
HCC38,CIDs10127622,CIDs67161792,-13.2,breast
HCC38,CIDs25262792,CIDs67161792,7.16,breast
HCC38,CIDs17755052,CIDs67161792,-6.05,breast
HCC38,CIDs54751698,CIDs67161792,-27.9,breast
HCC38,CIDs25227436,CIDs73294313,-4.92,breast
HCC38,CIDs24964624,CIDs73294313,33.6,breast
HCC38,CIDs72793174,CIDs73294313,5.33,breast
HCC38,CIDs51039095,CIDs73294313,41.0,breast
HCC38,CIDs25262792,CIDs73294313,30.5,breast
HCC38,CIDs17755052,CIDs73294313,-30.3,breast
HCC38,CIDs54751698,CIDs73294313,14.2,breast
HCC38,CIDs24964624,CIDs46244453,-28.4,breast
HCC38,CIDs72793174,CIDs46244453,-12.1,breast
HCC38,CIDs51039095,CIDs46244453,-27.5,breast
HCC38,CIDs10127622,CIDs46244453,70.8,breast
HCC38,CIDs25262792,CIDs46244453,-25.1,breast
HCC38,CIDs54751698,CIDs46244453,-38.9,breast
HCC38,CIDs24964624,CIDs72793174,15.2,breast
HCC38,CIDs51039095,CIDs72793174,8.29,breast
HCC38,CIDs10127622,CIDs72793174,-8.98,breast
HCC38,CIDs25262792,CIDs72793174,6.29,breast
HCC38,CIDs17755052,CIDs72793174,-0.0574,breast
HCC38,CIDs56649450,CIDs72793174,9.85,breast
HCC38,CIDs54751698,CIDs72793174,5.48,breast
HCC38,CIDs16654980,CIDs72793174,-1.42,breast
HCC38,CIDs25227436,CIDs10163178,-10.2,breast
HCC38,CIDs24964624,CIDs10163178,22.8,breast
HCC38,CIDs72793174,CIDs10163178,5.72,breast
HCC38,CIDs51039095,CIDs10163178,56.1,breast
HCC38,CIDs10127622,CIDs10163178,17.3,breast
HCC38,CIDs25262792,CIDs10163178,13.7,breast
HCC38,CIDs17755052,CIDs10163178,-2.06,breast
HCC38,CIDs54751698,CIDs10163178,3.94,breast
HCC38,CIDs25227436,CIDs11375205,11.2,breast
HCC38,CIDs24964624,CIDs11375205,40.6,breast
HCC38,CIDs72793174,CIDs11375205,16.0,breast
HCC38,CIDs51039095,CIDs11375205,57.1,breast
HCC38,CIDs10127622,CIDs11375205,34.0,breast
HCC38,CIDs25262792,CIDs11375205,14.1,breast
HCC38,CIDs17755052,CIDs11375205,5.34,breast
HCC38,CIDs56649450,CIDs11375205,8.19,breast
HCC38,CIDs54751698,CIDs11375205,29.7,breast
